year,player_id,name,country,goals,assists,yellow_cards,red_cards,minutes_played,img_url
2023,36364,Mikhail Sivakov,Belarus,0,0,6,1,1576,https://img.a.transfermarkt.technology/portrait/header/36364-1690113211.png?lm=1
2023,53350,Egor Filipenko,Belarus,0,0,5,0,1422,https://img.a.transfermarkt.technology/portrait/header/53350-1724338012.png?lm=1
2023,297752,Nikolay Zolotov,Belarus,0,1,4,1,1389,https://img.a.transfermarkt.technology/portrait/header/297752-1641646885.png?lm=1
2023,203510,Yuriy Kovalev,Belarus,2,4,1,0,1329,https://img.a.transfermarkt.technology/portrait/header/203510-1723366625.png?lm=1
2023,59352,Aleksandr Martynovich,Belarus,1,0,2,0,1254,https://img.a.transfermarkt.technology/portrait/header/59352-1690298703.png?lm=1
2023,395919,Vladislav Malkevich,Belarus,1,1,0,0,1120,https://img.a.transfermarkt.technology/portrait/header/395919-1724337959.png?lm=1
2023,498015,Kirill Pechenin,Belarus,0,2,1,0,1089,https://img.a.transfermarkt.technology/portrait/header/498015-1722144447.png?lm=1
2023,351735,Roman Yuzepchuk,Belarus,0,2,1,0,1021,https://img.a.transfermarkt.technology/portrait/header/351735-1654669195.png?lm=1
2023,249747,Aleksandr Pavlovets,Belarus,1,0,0,0,781,https://img.a.transfermarkt.technology/portrait/header/249747-1637315406.png?lm=1
2023,926694,Arthur Vermeeren,Belgium,2,7,4,0,4025,https://img.a.transfermarkt.technology/portrait/header/926694-1729520583.jpg?lm=1
2023,50219,Simon Mignolet,Belgium,0,0,3,0,3960,https://img.a.transfermarkt.technology/portrait/header/50219-1705413908.jpg?lm=1
2023,486046,Maarten Vandevoordt,Belgium,0,0,0,0,3840,https://img.a.transfermarkt.technology/portrait/header/486046-1724337345.jpg?lm=1
2023,137576,Hans Vanaken,Belgium,10,9,4,0,3766,https://img.a.transfermarkt.technology/portrait/header/137576-1705414489.jpg?lm=1
2023,42735,Sven Kums,Belgium,2,9,4,0,3511,https://img.a.transfermarkt.technology/portrait/header/42735-1704960098.jpg?lm=1
